PHONE_USE_MTH,L90D_RG_CTT_TM,SCR_CELL_CALLED_TIMES,SCR_CELL_CALLED_PHONE_CNT,SCR_CELL_CTT_DAYS_CNT,SCR_CELL_CALLED_CTT_DAYS_CNT,SCR_CELL_180_CALLING_SUBTTL,SCR_CELL_MRNG_CALLED_TIMES,SCR_CELL_CALL_TTL_TIME,SCR_CELL_AFTN_CALL_TTL_TIME,SCR_CELL_NIGHT_CALL_TTL_TIME,SCR_CELL_90DAY_CALLING_TIMES,SCR_CELL_90DAY_CALL_TIMES,SCR_CELL_CALL_PHONE_CNT,SCR_CELL_CALLING_CTT_DAYS_CNT,SCR_CELL_CALLED_TTL_TIME,SCR_CELL_NIGHT_CALLED_TTL_TIME,SCR_CELL_AFTN_CALLING_TTL_TIME,SCR_CELL_NIGHT_CALLING_TTL_TIME,SCR_CELL_DAY_CALLING_TTL_TIME,SCR_CELL_EVN_CALL_TTL_TIME,SCR_CELL_CALLING_TTL_TIME,SCR_CELL_90DAY_CALLING_TTL_TIME,SCR_CELL_CALL_SMY_ANS_AFTN_CNT,SCR_CELL_CALL_SMY_ANS_AFTN_TM,SCR_CELL_LOCAL_CALL_TIME,SCR_CELL_90DAY_CALL_TTL_TIME,SCR_CELL_CALL_LSTM2_CONTACTS_CNT,SCR_CELL_NET_LSTM6_ONL_FLOW,SMS_L150D_TTL_PPL,SMS_L30D_SEND_CNT,SMS_L30D_TOTAL_CNT,sms_l90d_send_cnt,sms_l90d_total_cnt,SCR_CELL_SMS_LSTM3_SEND_CNT,TRC_LSM1_AVG_PLAN_AMT,TRC_LSM1_AVG_TOTAL_AMT,TRC_LSM5_PLAN_AMT,TRC_LSM5_TOTAL_AMT,SCR_CELL_MAX_PLAN_AMT,SCR_CELL_PH_USE_MONS
1,178,111,38,30,28,0,40,13124,5536,1079,0,0,43,22,9454,2232,995,517,1780,0,3670,3670,40,4541,0,13124,27,-9999999,1,1,1,1,1,1,0,99.2,0,99.2,0,1
33,3770,790,221,164,160,0,166,90675,40969,9078,0,0,303,136,41848,10095,22344,5142,28624,6088,48827,18871,334,18625,52386,37959,117,-9999999,13,3,3,28,28,36,199,218,995,1196.93,199,33
5,4827,612,147,164,160,0,174,75672,26968,6310,0,0,176,121,48079,15682,9870,2161,16632,409,27593,18971,209,17098,0,50924,73,-9999999,31,14,14,96,96,113,0,66.17,0,466.06,0,5
44,19322,653,202,164,156,0,185,90971,32298,8541,0,0,273,149,56553,15937,12948,3927,24305,1128,34418,18757,212,19350,0,47529,107,-9999999,13,21,24,86,96,161,35,104.55,160,661.45,35,44
5,8173,509,153,167,131,0,119,115546,43794,6368,0,0,555,161,44375,9283,22395,1814,42483,3188,71171,19981,214,21399,0,33068,215,-9999999,0,2,2,6,6,7,129,194,645,970,129,5
5,1877,288,44,126,97,0,63,84186,24521,11669,0,0,72,100,43470,15906,12706,3474,22882,6162,40716,17060,105,11815,0,33692,40,-9999999,16,12,12,55,55,89,139,185.6,671,910.75,139,5
5,20023,1175,219,173,122,0,413,405407,105197,62888,0,0,407,173,77204,17035,78129,55591,186684,788,328203,202122,410,27068,280676,225468,195,-9999999,0,29,29,143,143,256,30,129.65,150,605.65,30,5
5,1227,464,53,159,147,0,100,37582,14860,4725,0,0,72,120,22458,5022,5963,1888,8551,716,15124,6002,192,8897,0,18730,32,-9999999,6,2,2,8,8,9,0,42,0,255.88,0,5
5,1409,358,83,155,131,0,85,51068,17695,2561,0,0,126,121,18954,7047,13050,1076,21805,573,32114,11286,89,4645,0,18214,48,-9999999,15,4,4,25,25,24,156,184.11,772,818.5,156,5
5,1381,311,59,116,80,0,38,46400,16124,7153,0,0,89,106,17877,5427,8553,4864,12973,3428,28523,9081,94,7571,0,12031,25,-9999999,25,140,140,396,396,554,179,199,899,1420,180,5
5,3444,0,0,86,0,0,0,117180,24904,21724,0,0,137,0,0,0,0,0,0,4414,0,0,0,0,0,54145,68,-9999999,0,0,0,0,0,0,0.34,194.5,1.7,1087,0.34,5
57,60507,1369,498,169,165,0,463,169275,72481,6507,0,0,606,147,132997,18710,11867,2599,26759,1620,36278,13541,546,60614,0,93327,179,-9999999,93,15,72,46,145,47,161,192.8,825,1155,176,57
30,9489,446,188,160,146,0,89,37744,17432,6408,0,0,269,124,23064,4539,6704,2403,9690,5383,14680,8689,151,10728,0,19886,128,-9999999,0,0,0,0,0,0,71,121,355,648.7,71,30
5,4205,2620,340,173,173,0,839,267104,86901,20310,0,0,428,169,139584,32071,37147,9825,83183,2609,127520,58080,947,49754,0,114309,196,-9999999,91,1122,1122,2018,2018,1690,209,210,1013.1,1174.2,209,5
5,18847,1661,548,170,167,0,483,433876,135776,51095,0,0,824,170,145601,41058,86260,32983,154655,17604,288275,120483,577,49516,0,189827,383,-9999999,34,16,16,41,41,39,0,380.43,0,1859.82,0,5
5,16425,208,41,148,84,0,64,52320,17642,5227,0,0,135,96,10217,3124,8221,1848,13585,1216,21402,10251,66,3040,0,34930,61,-9999999,0,0,0,0,0,0,10,195.99,110,927.76,30,5
5,1129,1541,153,171,166,0,444,153338,51559,12417,0,0,211,165,71353,20170,25674,7067,46887,3605,81985,25632,540,25885,0,51710,71,-9999999,21,493,493,972,972,762,174,184.5,870,930.6,174,5
66,6612,1355,604,172,171,0,372,136811,48220,11227,0,0,702,166,77908,25924,22151,4286,41079,1753,58903,37149,533,26069,0,80437,268,-9999999,11,3,3,18,18,26,0,333.45,0,1435.65,0,66
25,7268,230,97,128,109,0,73,28092,9301,1600,0,0,117,76,16206,5312,4087,982,9483,235,11886,5047,98,5214,18282,12729,60,-9999999,5,664,664,1729,1729,1616,68,68.3,314.82,419.81,68,25
5,1400,800,90,147,142,0,237,72938,16479,10019,0,0,109,134,40377,13491,6714,5727,16012,3062,32561,23090,249,9765,0,52713,67,-9999999,10,181,181,447,447,390,349,522.58,1321.05,1545.67,349,5
5,1746,214,83,21,19,0,72,31653,9717,2263,0,0,117,21,13181,3348,5495,1294,9521,987,18472,11553,74,4222,0,20061,65,-9999999,60,28,28,69,69,90,199,227.47,995,1151.19,199,5
5,2051,745,141,173,166,0,186,121882,38557,27366,0,0,201,168,44800,10214,26774,14825,43738,6932,77082,34283,209,11783,0,58007,96,-9999999,23,140,140,406,406,448,189,189.1,945,983.7,189,5
5,3949,325,79,137,121,0,103,51840,14211,3166,0,0,125,106,23271,8876,9162,1961,17429,575,28569,12161,106,5049,0,20374,34,-9999999,10,158,158,518,518,547,129,137,645,685.7,129,5
1,726,8,7,30,7,0,3,4727,1198,1237,0,0,45,0,279,142,0,0,0,0,0,0,2,47,0,4727,17,-9999999,28,62,196,127,355,94,49,0,245,0,49,1
126,4058,250,186,154,118,0,101,29801,8929,866,0,0,217,121,9772,1333,5540,387,9882,33,20029,10094,103,3389,28205,15237,86,-9999999,3,2,2,8,8,8,58,58.2,320,295.34,88,126
5,2808,298,155,150,144,0,84,54322,11604,2733,0,0,167,57,40873,26056,3331,625,5285,470,13449,6277,130,8273,0,34220,79,-9999999,17,1201,1201,2996,2996,2209,54,55.2,301,334.2,85,5
5,867,257,117,42,41,0,70,32187,11216,2282,0,0,200,39,13956,5976,6792,1249,10475,150,18231,10403,99,4424,0,19910,76,-9999999,9,17,17,29,29,45,169,222,845,1474.76,169,5
5,1077,260,38,130,103,0,58,71871,13591,1526,0,0,64,96,27369,17803,8217,874,15703,372,44502,18854,70,5374,0,34461,24,-9999999,11,278,278,669,669,702,169,169,859.33,895.41,179,5
5,5327,1001,253,159,159,0,291,143490,47941,9402,0,0,353,158,57981,17220,29381,4609,54782,473,85509,41902,349,18560,0,66575,204,-9999999,0,0,0,0,0,0,0,191.7,0,957.5,0,5
5,7042,1987,628,170,166,0,494,280820,124628,6266,0,0,908,158,138923,39382,61287,3154,101080,1246,141897,42869,836,63341,0,90140,180,-9999999,39,14,14,49,49,51,399,399,1596,2381.68,399,5
5,27020,1329,456,171,170,0,407,287877,105429,16625,0,0,621,171,92245,21170,70754,12328,135576,2374,195632,106906,518,34675,0,148532,271,-9999999,19,8,8,28,28,23,0,338.13,676,1487.8,169,5
3,2981,510,246,83,81,0,170,63440,18835,2750,0,0,976,82,19911,6869,13570,1353,26788,868,43529,43529,133,5265,0,63421,737,-9999999,538,196,222,931,1031,749,138.6,138.6,277.2,344.5,138.6,3
5,930,241,116,43,42,12,65,46781,15125,9921,0,0,149,39,24514,5371,5568,8040,8949,4198,22267,9888,104,9557,0,24331,53,-9999999,11,7,7,26,26,34,0,0,0,126.95,169,5
5,549,557,139,87,85,0,138,70303,23420,4140,0,0,212,87,29578,7819,10236,3477,24064,26,40725,3227,236,13184,0,4692,0,-9999999,0,0,0,0,0,0,0,90,0,450,0,5
5,10395,1788,395,173,173,0,507,236613,75425,21889,0,0,496,168,144995,42264,25659,8305,54754,2613,91618,44796,652,49766,0,125331,279,-9999999,23,5,5,16,16,20,0,361.51,0,1023.92,0,5
5,4016,682,282,131,130,0,211,50740,18784,3870,0,0,329,107,29359,7571,7838,1926,12174,1808,21381,11200,285,10946,0,23483,143,-9999999,0,0,0,0,0,0,0,0,0,1220.13,0,5
5,5332,1101,137,172,171,0,335,82894,27854,6124,0,0,176,131,57423,14216,9585,1826,18833,1406,25471,9306,358,18269,0,37172,65,-9999999,6,3,3,20,20,24,0,59.9,0,351.85,0,5
5,1597,1445,254,172,171,0,431,183249,65023,12350,0,0,359,158,85702,20794,31163,5042,63333,903,97547,38446,527,33860,0,79266,137,-9999999,32,151,151,501,501,534,213.68,214.08,1069.35,1131.35,219,5
41,13537,474,203,137,120,0,69,39265,11837,10693,0,0,240,91,21995,5694,5374,5211,7959,5671,17270,13424,158,6463,38169,28450,105,-9999999,25,35,35,203,203,203,0,100,0,473.7,0,41
46,2557,494,105,163,154,0,127,39961,13029,1997,0,0,125,101,24384,7395,4378,684,8334,521,15577,5393,201,8651,8410,17432,50,-9999999,27,60,60,239,239,266,51.51,60,235.04,543.09,51.51,46
12,1237,313,57,153,116,0,95,102611,31189,5863,0,0,74,142,39149,13300,19002,4281,32215,1624,63462,21969,102,12187,93481,40234,33,-9999999,5,17,17,39,39,30,62.38,127.85,322.65,669.27,66.65,12
1,349,26,11,33,12,0,10,49768,10792,1873,0,0,17,0,3017,1830,0,0,0,0,0,0,7,274,0,49768,14,-9999999,10,5,176,36,503,48,169,0,676,0,169,1
1,4635,128,28,51,28,0,17,72065,20779,9514,0,0,88,0,12831,5866,0,0,0,4724,0,0,24,1714,0,71686,58,-9999999,19,31,89,94,270,91,99,0,495,0,99,1
61,4379,631,209,160,153,0,148,44159,17833,4760,0,0,241,125,24983,5217,6457,1767,12489,1600,19176,10166,272,11376,5228,23974,94,-9999999,7,26,26,135,135,158,533,633.3,715,1070.71,533,61
5,942,278,142,146,82,0,36,45689,9041,12571,0,0,224,52,19257,7516,1497,8039,4525,4465,16093,13,84,4759,0,11005,62,-9999999,0,0,0,0,0,0,99.33,180.8,496.65,626.3,99.33,5
5,18188,2282,217,173,173,0,920,230354,75530,32744,0,0,325,172,129594,20531,33253,16532,73720,871,100760,52957,745,42277,0,109701,172,-9999999,18,24,24,69,69,89,299,340.8,985,1357.97,299,5
37,1060,316,93,131,121,0,96,27262,10499,956,0,0,116,77,16317,4492,3931,464,7708,234,10945,2278,132,6568,26173,8389,44,-9999999,11,419,419,1196,1196,1086,143,143,781.9,813.11,173,37
5,2290,0,0,82,0,0,0,106338,35327,10089,0,0,140,0,0,0,0,0,0,342,0,0,0,0,0,51440,69,-9999999,0,0,0,0,0,0,100,140.8,641,780.5,171,5
29,5941,1195,283,173,169,0,488,167568,79766,2455,0,0,361,154,74417,9125,48061,663,86915,459,93151,47719,451,31705,131202,84365,196,-9999999,31,1639,1639,2988,2988,2090,98,174.93,490,857.42,98,29
5,16438,1877,648,173,173,0,623,424525,146738,37315,0,0,936,171,217549,61977,70689,17844,141130,4953,206976,115099,709,76049,0,228926,347,-9999999,77,40,40,125,125,127,399,414.2,1995,2095.9,399,5
5,1789,776,119,170,169,0,228,67310,23761,3759,0,0,159,152,35063,9196,10127,1272,20570,383,32247,20694,272,13634,0,40589,82,-9999999,8,6,6,21,21,16,199,199,995,1020.18,199,5
5,5904,1143,352,173,170,0,383,158170,70870,7385,0,0,616,166,88024,17420,34834,2644,56090,1639,70146,36795,479,36036,0,79980,208,-9999999,93,303,303,862,862,1014,209,271,1611.78,1886.18,600.95,5
5,630,100,58,91,64,0,42,16715,4997,824,0,0,73,47,8170,563,1963,370,5353,4,8545,5114,38,3034,0,8938,27,-9999999,27,152,152,285,285,219,0,172.1,0,735,0,5
5,15642,1643,462,171,137,0,584,232099,89626,16387,0,0,662,153,111689,22635,45115,8787,84447,287,110744,67467,619,42201,0,137846,365,-9999999,48,24,24,83,83,92,176,172,873,1101.6,176,5
5,175,1118,101,173,170,0,252,177292,45750,41279,0,0,124,164,87205,23754,21187,21000,43709,8315,90087,59930,304,24563,0,107558,78,-9999999,6,0,0,5,5,5,0,140,0,744,0,5
5,11656,1056,145,170,168,0,344,204322,82825,26996,0,0,257,169,63837,8482,58776,15692,104534,4354,140485,61837,361,24049,0,91879,118,-9999999,79,113,113,360,360,364,0,1095.89,0,5435.41,0,5
1,13922,74,36,48,25,0,9,61284,23414,3516,0,0,73,0,23632,11316,0,0,0,212,0,0,39,11794,0,61284,45,-9999999,16,1,112,16,401,25,99,0,198,0,99,1
5,8522,458,79,148,126,0,149,95641,36976,5228,0,0,125,125,36751,4515,20611,3114,39350,843,58890,26522,199,16365,0,53151,70,-9999999,13,269,269,738,738,635,298,383.6,1093,1242.1,298,5
5,551,378,77,126,120,0,111,44058,12838,2854,0,0,98,65,24969,8792,4768,1686,9450,804,19089,22,123,8070,0,6824,36,-9999999,15,106,106,309,309,303,99,99,495,496.4,99,5
5,0,57,22,43,29,0,15,7533,2605,215,0,0,35,27,4026,1033,1352,117,2297,35,3507,108,24,1253,0,347,0,-9999999,0,0,0,0,0,0,0,129.5,0,572.15,0,5
5,8592,441,68,160,140,0,107,122390,37016,8792,0,0,136,151,45529,18617,24409,4513,47642,3670,76861,30735,130,12607,0,51388,87,-9999999,23,650,650,1189,1189,1026,174,199.1,870,895.1,174,5
59,2513,260,112,140,126,0,76,26383,6757,2326,0,0,120,66,17937,7095,1471,332,3240,308,8446,4446,94,5286,675,9961,55,-9999999,2,7,7,10,10,5,68,69.65,355,379.13,83,59
35,6275,148,101,106,80,0,40,53877,7918,2960,0,0,212,58,10722,2369,4561,2131,9512,887,43155,31971,68,3357,14607,40396,124,-9999999,2,28,28,49,49,41,38,77.26,233.54,374.6,81.54,35
5,1042,71,27,69,43,0,20,12199,3148,793,0,0,36,53,4251,2055,2213,672,3415,383,7948,1307,25,935,0,2013,13,-9999999,3,12,12,37,37,40,169,133.92,845,671.22,169,5
5,862,585,187,36,36,0,124,68946,25882,6443,0,0,373,36,28351,8577,14349,4469,24324,1828,40595,7397,241,11533,0,13464,0,-9999999,0,0,0,0,0,0,0,351.3,0,1966.08,0,5
5,11861,519,193,167,154,0,143,79089,24350,6945,0,0,250,137,48934,17221,9151,2483,17191,2426,30155,15412,165,15199,0,39522,112,-9999999,9,7,7,12,12,9,0,462.9,0,2225.28,0,5
5,4908,562,139,143,135,0,200,65423,22850,5820,0,0,179,118,37339,7710,8784,2001,21260,416,28084,11230,197,14066,0,26828,70,-9999999,6,2,2,7,7,9,99,149,495,863.52,99,5
5,6910,2063,322,173,173,0,659,439425,140869,39104,0,0,543,172,131874,31840,95649,26625,215204,5088,307551,163759,680,45220,0,231551,245,-9999999,78,508,508,1300,1300,1313,317,234.9,1585,1167.87,317,5
5,3768,1007,244,166,163,0,286,151700,46742,12443,0,0,351,158,77938,23086,22988,7192,45034,3165,73762,28463,332,23754,0,56829,174,-9999999,0,0,0,0,0,0,0,246.6,0,990.26,0,5
5,3369,133,62,92,73,0,41,53432,16618,305,0,0,85,54,28577,18438,8921,181,12313,75,24855,12057,51,7697,0,26550,33,-9999999,0,0,0,2,2,2,0,83,0,415.2,0,5
5,2930,256,82,85,79,0,92,67748,26831,992,0,0,125,62,30470,9118,14860,104,28049,354,37278,22786,102,11971,0,43698,57,-9999999,21,24,24,80,80,73,299,217.87,1495,1089.64,299,5
5,7194,1095,188,168,165,0,406,121704,37587,12041,0,0,234,153,71211,17191,15269,4627,32937,412,50493,27867,298,22318,0,68053,136,-9999999,11,25,25,58,58,55,59,61.2,295,307.3,59,5
67,36914,412,311,159,137,794.58,147,95651,45910,2441,0,0,449,132,36306,3680,27931,1583,49864,68,59345,33118,203,17979,88012,48884,175,-9999999,15,2987,2987,2987,2987,1328,172,290.26,740,1549.98,172,67
5,1488,620,89,161,154,0,180,62858,21772,4437,0,0,107,117,37147,12485,8884,2193,15139,1443,25711,8351,208,12888,0,23297,52,-9999999,13,306,306,817,817,797,151.58,153.58,762.58,790.82,164,5
34,21057,229,100,132,99,1.13,54,63299,16512,7004,0,0,154,92,22671,8706,10055,4398,22429,3319,40628,18888,80,6457,0,27993,48,-9999999,27,47,57,82,147,42,198,198,868,944.13,198,34
33,2000,116,76,95,73,17.1,44,14104,5117,496,0,0,91,48,7118,1431,2332,476,3692,170,6986,2492,50,2785,12658,5223,30,-9999999,9,12,12,20,20,28,132,153.37,509,675.4,132,33
5,16241,1063,222,172,151,0,376,147889,64483,6678,0,0,292,51,99472,18867,3218,710,7082,35,10204,6271,459,45027,40269,64067,138,-9999999,20,2,463,17,1215,17,199,0,995,0,199,5
39,3778,310,143,148,126,782.04,70,67282,28586,2948,0,0,209,97,33013,10980,16006,956,27736,1141,34269,14869,130,12580,0,29081,76,-9999999,36,37,37,91,91,81,68,76.04,380,494.73,108,39
5,181,247,89,89,86,0,103,15437,7245,307,0,0,101,25,13959,1322,760,0,1072,0,1478,299,117,6485,0,3432,22,-9999999,4,2,2,9,9,10,116,118.4,753,766.2,176,5
112,33543,3214,335,173,173,0,1068,366235,138684,31985,0,0,404,173,233898,42662,46791,11025,104493,1347,132337,69812,1272,91893,330484,182520,237,-9999999,24,9,9,54,54,62,140,146.17,700,742.47,140,112
60,19379,319,182,162,124,43.7,96,68807,24561,8387,0,0,329,146,16153,2787,17703,7028,39054,1577,52654,27341,139,6858,51746,34844,128,-9999999,7,898,898,2377,2377,2273,117.9,138.61,582.85,679.93,171.05,60
5,21933,1215,296,171,167,0,403,111798,46290,14728,0,0,394,158,47319,4982,26016,9401,46777,1406,64479,29107,520,20274,0,49764,190,-9999999,8,0,0,0,0,3,0,285.2,0,1060.97,0,5
5,6461,1082,292,172,166,0,261,213784,77807,15130,0,0,351,157,118643,47061,37392,11434,58292,4913,95141,45687,443,40415,0,98956,150,-9999999,16,4,4,20,20,30,0,383.15,0,2087.43,0,5
5,6343,1025,216,172,169,0,280,125000,43242,15564,0,0,271,146,85549,24424,12753,5855,20239,3000,39451,18748,362,30489,0,64201,149,-9999999,13,2,2,13,13,13,0,241.19,0,1253.81,0,5
5,1913,490,56,143,131,0,112,83409,21376,8242,0,0,70,96,53090,22392,7874,2385,14066,949,30319,14359,142,13502,0,38865,38,-9999999,7,22,22,66,66,80,0,660.21,0,2357.4,0,5
5,380,0,0,162,0,0,0,299185,113975,15420,0,0,86,162,0,0,113975,15420,161417,5268,299185,145945,0,0,0,145945,41,-9999999,9,2,2,13,13,13,100,263.91,140,1296.91,100,5
5,26820,1620,355,172,171,0,498,205479,90112,11404,0,0,569,171,93646,20429,50029,3662,85468,326,111833,57526,752,40083,0,105132,285,-9999999,15,5,5,24,24,22,0,330,0,1668.7,0,5
5,27396,710,315,138,128,0,314,208269,108047,2961,0,0,520,122,112384,4126,49555,1605,91094,85,95885,36198,338,58492,0,77399,208,-9999999,24,9,9,32,32,41,299,304,535,764,299,5
5,11020,1206,244,171,167,0,403,175372,67559,6317,0,0,302,157,98441,18894,26780,2322,50404,2403,76931,36821,562,40779,0,88955,134,-9999999,43,659,659,1744,1744,1923,264,297,1159.84,1458.19,340,5
5,5452,0,0,171,0,0,0,208605,58845,24045,0,0,161,171,0,0,58845,24045,92930,11397,208605,106391,0,0,0,106391,67,-9999999,2,56,56,148,148,159,0,65,0,374.25,0,5
21,1999,422,139,166,144,508.82,132,34079,10995,2042,0,0,170,139,20776,8747,5076,490,8141,890,13303,5733,152,5919,0,15490,61,-9999999,13,8,8,26,26,32,134,146.04,670.23,750.78,134.23,21
5,16201,239,133,126,98,0,68,46008,16284,6422,0,0,251,82,15013,2356,9685,4510,21999,1210,30995,26951,106,6599,0,37605,156,-9999999,4,18,18,24,24,11,0,140.1,0,1378.73,0,5
5,3868,161,47,78,60,0,46,28810,10132,886,0,0,70,76,8443,2586,7234,374,11824,237,20367,11254,49,2898,0,15350,37,-9999999,4,9,9,16,16,15,0,229.7,169,1086.7,169,5
5,14967,657,203,162,154,0,241,105599,38260,6435,0,0,276,138,56104,10069,15286,2778,34352,1148,49495,28896,238,22974,0,61651,131,-9999999,4,4,4,7,7,5,0,33.9,0,273.05,0,5
5,574,49,32,55,39,0,17,3934,1668,594,0,0,39,27,1319,105,768,496,1651,193,2615,2382,22,900,0,3350,18,-9999999,3,112,112,242,242,212,108.68,154.97,504.68,631.37,210.61,5
5,1815,411,120,128,79,0,110,79547,31092,4235,0,0,196,72,29281,7685,9598,1512,15189,821,27506,4388,168,11896,0,33302,79,-9999999,0,0,0,0,0,0,129.5,224.99,647.5,1065.38,129.5,5
5,20225,922,290,168,164,0,302,175682,57025,14505,0,0,421,168,58680,15479,39607,10922,78160,3395,117002,66181,323,17418,0,102854,190,-9999999,24,13,13,65,65,58,0,229.3,0,1042.23,0,5
5,4518,1440,233,172,171,21.03,390,244046,72387,19585,0,0,299,172,79063,27670,47874,12744,74137,2240,164983,86202,470,24513,0,125876,142,-9999999,8,4,4,9,9,8,199,253.5,935,1299.6,199,5
2,3588,130,61,58,51,0,32,10142,3904,1009,0,0,78,28,5974,1798,1416,427,2794,78,4168,4168,56,2488,0,10142,57,-9999999,5,6,6,13,13,7,129,192,258,362.6,129,2
5,3959,954,153,169,168,0,222,126663,31483,10589,0,0,177,144,84166,39339,9373,2438,17427,1258,42497,16810,231,22110,0,55079,76,-9999999,30,233,233,797,797,882,169,184,877,952.4,180,5
5,5651,1513,367,172,172,0,496,103150,42395,7193,0,0,377,94,92656,19043,3388,433,6370,896,10494,4262,615,39007,0,58160,192,-9999999,40,457,457,1498,1498,1539,169,235,1275,1679.05,279,5
5,1777,254,83,105,82,0,102,69666,24490,2294,0,0,113,102,25206,5086,13447,1498,24758,0,44460,10122,105,11043,0,19021,32,-9999999,0,0,0,0,0,0,0,74.51,0,353.08,0,5
57,8405,1299,375,172,171,81.3,387,128232,42097,10571,0,0,448,168,66146,23086,22588,4296,35356,5032,62086,19897,419,19509,0,46250,190,-9999999,11,4,4,12,12,24,379,386.8,1910,2270.7,394,57
5,1133,409,76,90,58,0,79,64551,23139,8369,0,0,136,59,22598,6519,8381,2015,15171,3146,23277,4496,126,7825,0,28832,55,-9999999,0,0,0,0,0,0,0.33,278.59,30.83,1462.76,10,5
4,14475,1580,306,143,143,0,526,268171,93180,20535,0,0,474,143,103863,26516,55929,14459,107701,1875,164308,102703,632,37251,0,173059,263,-9999999,84,63,63,155,155,122,0,400.1,0,1393.4,0,4
5,7256,1034,90,173,122,0,254,219819,55410,43893,0,0,338,148,107977,37306,30633,22039,48297,14504,111842,89664,275,24777,135801,120129,116,-9999999,1,18,18,74,74,89,0,106.5,0,489.7,0,5
5,13276,978,226,170,169,0,316,108553,39569,5671,0,0,295,162,55004,12120,17269,3002,31156,573,53549,26156,400,22300,0,57204,126,-9999999,13,51,51,65,65,57,0,169.59,0,993.57,0,5
5,7876,1823,261,169,169,0,470,174111,56190,12851,0,0,324,167,104410,27350,19892,4512,42389,9367,69701,30717,717,36298,0,75748,172,-9999999,29,913,913,2974,2974,2416,199,199.8,915,920.4,199,5
67,3337,634,158,173,168,0,300,67925,15011,11301,0,0,190,153,34944,6474,7422,5924,22019,1322,32981,16912,182,7589,0,34636,83,-9999999,0,9,411,15,1186,11,10,14.4,54,243.44,12,67
5,14057,1246,331,171,161,0,471,290593,86684,9648,0,0,467,164,103919,27250,53595,5435,110007,388,186674,90065,455,33089,0,136085,216,-9999999,48,46,46,136,136,138,304,364.8,1520,1910.2,304,5
5,24767,1359,346,173,172,0,365,325081,93336,39450,0,0,462,173,132816,47486,54854,23362,95932,20978,192265,102322,380,38482,0,175213,209,-9999999,39,24,24,49,49,44,0,0,0,499.02,0,5
5,1701,902,109,170,165,0,329,223151,59275,33783,0,0,142,166,84930,24844,36371,24383,71305,6875,138221,91732,246,22904,0,147971,84,-9999999,17,305,305,1063,1063,1059,184,184.2,915,981.86,184,5
37,1755,2069,189,170,165,0,530,186556,64727,44770,0,0,212,158,105607,9366,25506,14574,46744,11986,80949,44281,726,39221,12472,106559,97,-9999999,48,97,97,140,140,82,199,224.67,995,1050.66,199,37
51,2165,19,17,30,13,0,3,4359,1254,104,0,0,28,20,1146,380,613,104,1684,22,3213,1806,9,641,0,2488,20,-9999999,0,0,0,6,6,6,58,58,290,290.3,58,51
38,7939,720,223,171,163,0,172,76384,25395,7589,0,0,298,158,35233,10148,14056,3565,24621,4630,41114,24996,215,11330,34135,46318,130,-9999999,14,177,177,550,550,521,213,284.77,1046,1469.49,213,38
5,3063,846,257,169,166,0,317,119835,62446,4423,0,0,295,106,99564,7096,10233,326,16360,1013,20271,9718,379,52213,0,50342,109,-9999999,26,23,23,84,84,94,0,909.4,0,4702.7,0,5
5,33056,996,329,172,169,0,320,180796,65756,5706,0,0,494,168,63433,18423,43365,2884,74343,900,117363,70530,383,22391,0,105420,200,-9999999,11,991,991,2817,2817,2355,0,172.2,0,857.7,169,5
44,3816,203,172,95,94,4.8,93,7613,2734,39,0,0,179,8,6553,596,174,0,425,0,1032,844,76,2560,0,4830,89,-9999999,3,0,0,36,37,45,30,54.6,150,297.61,30,44
5,13162,4126,424,173,169,0,1188,723152,196256,108742,0,0,628,173,283645,78971,113369,61750,227386,18022,439507,250415,1282,82887,0,400088,329,-9999999,69,106,106,253,253,224,0,688.87,0,3338.79,0,5
5,5232,873,203,171,166,0,269,136939,50293,17124,0,0,252,149,67514,18088,31158,9228,45827,11676,69425,28259,288,19135,0,55871,130,-9999999,15,5,5,18,18,45,169,224.5,845,1126.2,169,5
5,2691,734,248,167,153,0,214,107144,28391,24393,0,0,306,140,55320,17110,15898,13727,26257,6086,51824,28017,205,12493,0,55516,146,-9999999,9,2,2,20,20,18,0,249.2,0,1067.08,0,5
4,27339,5817,948,133,133,0,2038,594440,164457,77711,0,0,1189,133,304415,79835,79788,40858,172474,7043,290025,203814,1614,84669,0,428026,724,-9999999,189,1310,1310,2994,2994,2145,198.3,209.8,862.91,1017.86,234.61,4
5,16043,1374,359,173,169,0,474,235853,74055,11084,0,0,443,168,121760,30143,32786,5696,65220,1331,114093,62336,527,41269,0,117384,225,-9999999,17,39,39,150,150,150,0,421.14,0,2447.38,0,5
5,7416,1219,216,173,172,0,378,216216,70734,20474,0,0,287,171,74607,21117,44286,14620,88661,1118,141609,79764,499,26448,0,120369,132,-9999999,57,16,16,33,33,42,0,101.1,0,504.38,0,5
60,11320,2086,373,173,172,206.65,417,277845,106304,14423,0,0,472,171,136532,48498,48291,8659,83201,7767,141313,70533,921,58013,0,148807,236,-9999999,31,25,27,71,80,65,78,238.8,390,713.45,78,60
5,26774,1785,397,167,165,0,670,243221,112669,6956,0,0,507,165,141256,21391,50295,3851,78911,113,101965,45801,744,62374,0,109253,207,-9999999,100,681,681,1999,1999,1990,210,300,1216.45,1711.98,264.33,5
